40
40
37.0,4.0
37.0,5.0
37.0,6.0
37.0,15.0
37.0,16.0
37.0,17.0
37.0,27.0
37.0,28.0
37.0,29.0
37.0,35.0
37.0,39.0
38.0,1.0
38.0,2.0
38.0,3.0
38.0,4.0
38.0,7.0
38.0,9.0
38.0,11.0
38.0,17.0
38.0,18.0
38.0,20.0
38.0,23.0
38.0,28.0
38.0,39.0
39.0,0.0
39.0,11.0
39.0,13.0
39.0,18.0
39.0,20.0
39.0,23.0
39.0,29.0
39.0,31.0
39.0,38.0
39.0,39.0
